Scheduled Arrival,Date,Destination Code,Destination City,Flight Number,Airline,Status,Actual Arrival Time
22:45,03 Dec,POA,Porto Alegre,AR1233,Aerolineas Argentinas ,2Landed,22:41
23:05,03 Dec,COR,Cordoba,AR1501,Aerolineas Argentinas ,1Landed,22:55
23:05,03 Dec,JUJ,Jujuy,AR1473,Aerolineas Argentinas ,1Landed,23:28
23:10,03 Dec,COR,Cordoba,FO5017,FlybondiLanded,,23:04
23:15,03 Dec,RCU,Rio Cuarto,AR1527,Aerolineas ArgentinasLanded,,23:44
23:20,03 Dec,SLA,Salta,AR1497,Aerolineas ArgentinasLanded,,23:03
23:25,03 Dec,PSS,Posadas,AR1763,Aerolineas Argentinas ,1Landed,23:06
23:25,03 Dec,IGR,Iguazu,AR1741,Aerolineas Argentinas ,1Landed,23:14
23:25,03 Dec,BRC,San Carlos de Bariloche,AR1647,Aerolineas Argentinas ,1Landed,22:58
23:25,03 Dec,MDQ,Mar Del Plata,AR1611,Aerolineas ArgentinasLanded,,23:31
23:25,03 Dec,SDE,Santiago Del Estero,AR1491,Aerolineas Argentinas ,1Landed,23:10
23:55,03 Dec,BSB,Brasilia,AR1219,Aerolineas Argentinas ,1Landed,00:14
